time_step,base_x,base_y,base_z,base_vx,base_vy,base_vz,base_wx,base_wy,base_wz,pos_R_hip_joint,pos_R_hip2_joint,pos_R_thigh_joint,pos_R_calf_joint,pos_R_toe_joint,pos_L_hip_joint,pos_L_hip2_joint,pos_L_thigh_joint,pos_L_calf_joint,pos_L_toe_joint,vel_R_hip_joint,vel_R_hip2_joint,vel_R_thigh_joint,vel_R_calf_joint,vel_R_toe_joint,vel_L_hip_joint,vel_L_hip2_joint,vel_L_thigh_joint,vel_L_calf_joint,vel_L_toe_joint,torque_R_hip_joint,torque_R_hip2_joint,torque_R_thigh_joint,torque_R_calf_joint,torque_R_toe_joint,torque_L_hip_joint,torque_L_hip2_joint,torque_L_thigh_joint,torque_L_calf_joint,torque_L_toe_joint
0.13,-0.046513017266988754,-0.0547913983464241,0.8623645305633545,-0.1969848871231079,-0.2706800699234009,0.15725934505462646,-0.8416234254837036,-0.33330732583999634,-0.20798619091510773,0.0055664354003965855,0.06905040889978409,-0.07054943591356277,-0.018106788396835327,-0.5675163865089417,-0.12789902091026306,0.8475291728973389,-1.273596535611432e-05,0.1030091643333435,-0.024030480533838272,-0.6769809722900391,0.37177279591560364,-0.8448176980018616,1.4177104234695435,-0.0575055293738842,0.23616930842399597,6.521999835968018,0.06371316313743591,-8.101861000061035,-4.002431392669678,-14.167998313903809,-7.2002949714660645,-34.63058090209961,-10.901128768920898,25.26066780090332,-34.516849517822266,13.390241622924805,-35.09801483154297,-20.15999984741211,-18.372817993164062
0.14,-0.04864491894841194,-0.05739143490791321,0.8641672134399414,-0.16583698987960815,-0.2555036246776581,0.15652665495872498,-0.5744352340698242,-0.14685752987861633,-0.06459669023752213,-0.0038349246606230736,0.07157906144857407,-0.08517731726169586,-0.0063370405696332455,-0.5638576745986938,-0.1262696236371994,0.8995945453643799,-1.2731946299027186e-05,0.1486426591873169,-0.06253093481063843,-1.0845831632614136,0.2223673164844513,-1.8832734823226929,1.0471795797348022,0.6150784492492676,0.06756804883480072,5.360987186431885,0.004166159313172102,-6.969334602355957,-3.8021926879882812,-12.529020309448242,-7.0881123542785645,-30.565929412841797,-8.270196914672852,24.600252151489258,-34.46541213989258,12.859569549560547,-29.788965225219727,-20.15999984741211,-19.311298370361328
0.15,-0.05051592364907265,-0.059750333428382874,0.8659936785697937,-0.13785655796527863,-0.23675499856472015,0.16217505931854248,-0.4352228343486786,0.018631597980856895,0.015243899077177048,-0.01658312790095806,0.07338155806064606,-0.10873553901910782,0.002642465755343437,-0.5530261397361755,-0.1275501251220703,0.9383431077003479,0.0022620344534516335,0.19809629023075104,-0.10034627467393875,-1.3905298709869385,0.16171503067016602,-2.670727252960205,0.833018958568573,1.344347357749939,-0.23388218879699707,3.7664875984191895,0.26319772005081177,-2.501093626022339,-3.5162596702575684,-10.766342163085938,-5.993901252746582,-25.732152938842773,-7.364815711975098,22.330078125,-31.63710594177246,11.23482894897461,-25.504167556762695,-15.304893493652344,-20.045825958251953
0.16,-0.05214354768395424,-0.061915185302495956,0.8678470849990845,-0.11190348118543625,-0.21870364248752594,0.15915247797966003,-0.37803223729133606,0.13576790690422058,0.049488894641399384,-0.032535795122385025,0.07513855397701263,-0.13858458399772644,0.01017441600561142,-0.534804105758667,-0.13294672966003418,0.9614171385765076,0.010251258499920368,0.24715597927570343,-0.14180180430412292,-1.7133225202560425,0.1471821516752243,-3.2098288536071777,0.7237535119056702,2.0772573947906494,-0.5801430344581604,2.299362897872925,0.7655050754547119,-6.126239776611328,-4.698091506958008,-9.006072044372559,-4.315936088562012,-20.176937103271484,-7.857118129730225,18.635025024414062,-26.46039390563965,10.242591857910156,-22.710880279541016,-20.15999984741211,-12.385847091674805
0.17,-0.053551819175481796,-0.06394749134778976,0.8696871995925903,-0.0901029035449028,-0.1986556500196457,0.165913924574852,-0.4546900689601898,0.2292301207780838,0.023176265880465508,-0.052709341049194336,0.07486347109079361,-0.17192219197750092,0.017566924914717674,-0.5095514059066772,-0.14242291450500488,0.9666118025779724,0.026001863181591034,0.2922940254211426,-0.19042986631393433,-2.1753339767456055,-0.006846735253930092,-3.3945109844207764,0.7950926423072815,2.7451303005218506,-1.054222822189331,0.4132837653160095,1.786799430847168,-5.806515216827393,-5.208239555358887,-7.346208572387695,-1.9000509977340698,-14.381162643432617,-9.665168762207031,13.873127937316895,-20.07968521118164,7.829566955566406,-19.626554489135742,-20.15999984741211,-15.875768661499023
0.18,-0.05474669486284256,-0.06588661670684814,0.8715683817863464,-0.06951252371072769,-0.18154364824295044,0.16383150219917297,-0.5642446875572205,0.2833329141139984,0.012412711046636105,-0.07892997562885284,0.07483360916376114,-0.20574888586997986,0.025971485301852226,-0.47809600830078125,-0.1556599736213684,0.9511042833328247,0.04957110434770584,0.3449303209781647,-0.25080612301826477,-2.8575239181518555,-0.01775171048939228,-3.3736319541931152,0.902965784072876,3.287193775177002,-1.3487069606781006,-1.7136480808258057,2.4005775451660156,-4.500536918640137,-6.178158760070801,-5.33168888092041,-1.4573233127593994,-8.296030044555664,-11.893814086914062,8.608098983764648,-13.461424827575684,5.916260719299316,-15.576833724975586,-20.15999984741211,-12.531673431396484
0.19,-0.05576419085264206,-0.06778157502412796,0.873322606086731,-0.049636419862508774,-0.169562429189682,0.14424026012420654,-0.6784022450447083,0.3282836675643921,0.013838443905115128,-0.11233215779066086,0.07485610246658325,-0.23863521218299866,0.035521525889635086,-0.441976934671402,-0.17174868285655975,0.913045346736908,0.07928307354450226,0.4127277135848999,-0.3212119936943054,-3.594001531600952,0.024037795141339302,-3.2227704524993896,1.0208567380905151,3.667269229888916,-1.6148371696472168,-3.962461233139038,2.976362705230713,-3.0711889266967773,-7.09450626373291,-2.8080997467041016,-1.904018759727478,-2.2903785705566406,-13.523536682128906,3.597433090209961,-7.201488494873047,4.361608505249023,-11.426664352416992,-20.15999984741211,-9.199935913085938
0.2,-0.05665425956249237,-0.0696769580245018,0.8747631907463074,-0.031373415142297745,-0.16168606281280518,0.10621223598718643,-0.8108054399490356,0.3680996298789978,0.01311387401074171,-0.1516968458890915,0.07448135316371918,-0.26949939131736755,0.04643545672297478,-0.40247642993927,-0.19044871628284454,0.8525696396827698,0.11449592560529709,0.4961121678352356,-0.39816272258758545,-4.110596656799316,-0.07174350321292877,-2.9654319286346436,1.1775306463241577,3.9381396770477295,-1.8798149824142456,-6.098017692565918,3.5269994735717773,-1.637325644493103,-7.623556613922119,0.023836135864257812,-2.3276989459991455,3.2363758087158203,-14.263465881347656,-0.30280303955078125,-1.845942497253418,3.7897682189941406,-7.729259490966797,-20.15999984741211,-6.581737518310547
0.21,-0.0574740469455719,-0.07161586731672287,0.8756498098373413,-0.013221043162047863,-0.15824195742607117,0.04015243425965309,-0.9375860691070557,0.4108330011367798,0.005896733142435551,-0.19353850185871124,0.07187284529209137,-0.2975965440273285,0.058971405029296875,-0.36038148403167725,-0.2104463428258896,0.772936999797821,0.15282388031482697,0.5928009748458862,-0.4790512025356293,-4.2076215744018555,-0.3543687164783478,-2.649383068084717,1.35061776638031,4.135992050170898,-1.9932781457901,-7.772892951965332,3.763823986053467,-0.4693295955657959,-7.818881034851074,2.4756088256835938,-2.429795503616333,8.70720100402832,-14.183266639709473,-2.460084915161133,1.2705078125,4.3360748291015625,-3.8575010299682617,-20.15999984741211,-4.338714599609375
0.22,-0.05828939378261566,-0.07363373041152954,0.8757328391075134,0.005259107332676649,-0.1558346450328827,-0.048399947583675385,-1.0878665447235107,0.4797026813030243,-0.008881696499884129,-0.23396100103855133,0.06505651772022247,-0.32209259271621704,0.07351434975862503,-0.3166505992412567,-0.23052285611629486,0.6803009510040283,0.19109944999217987,0.6986461281776428,-0.5572236180305481,-3.9317314624786377,-0.8347856998443604,-2.2363312244415283,1.5775548219680786,4.233872890472412,-2.0282022953033447,-8.752569198608398,3.786789655685425,0.2722228169441223,-7.451348304748535,3.8706207275390625,-1.9387116432189941,13.432632446289062,-13.517995834350586,-3.243783950805664,3.1606669425964355,5.368927001953125,-1.2355499267578125,-20.15999984741211,-2.0633392333984375
0.23,-0.059148699045181274,-0.07575143128633499,0.8748740553855896,0.024109316989779472,-0.1501256227493286,-0.14494748413562775,-1.2869043350219727,0.5535603761672974,-0.024341966956853867,-0.27035775780677795,0.05308552458882332,-0.34178870916366577,0.09067784249782562,-0.27238383889198303,-0.24985308945178986,0.5824261903762817,0.22716449201107025,0.7999999523162842,-0.6273238062858582,-3.432056427001953,-1.3420848846435547,-1.7133500576019287,1.8759888410568237,4.336504936218262,-1.952531337738037,-9.22620677947998,3.551877498626709,-3.9592196117155254e-05,-6.641116619110107,4.143316268920898,-1.3254070281982422,16.812938690185547,-12.740592956542969,-2.208650588989258,4.624855041503906,-1.3486518859863281,-0.03275108337402344,20.15999984741211,-0.7463874816894531
0.24,-0.06004512310028076,-0.0779762789607048,0.8732040524482727,0.04170294478535652,-0.13418854773044586,-0.2231798768043518,-1.603216290473938,0.599761962890625,-0.020767120644450188,-0.3014819920063019,0.03694462403655052,-0.35489124059677124,0.11172838509082794,-0.22740447521209717,-0.26829269528388977,0.48766085505485535,0.26251065731048584,0.7999999523162842,-0.655167281627655,-2.9415314197540283,-1.730628490447998,-1.024059772491455,2.2093610763549805,4.480874538421631,-1.5680055618286133,-9.4105806350708,2.6916556358337402,-3.562687925295904e-05,6.549609184265137,4.180171012878418,-1.2323074340820312,18.946374893188477,-11.74964427947998,-3.207094192504883,5.717009544372559,1.6544303894042969,-1.377537727355957,20.12709617614746,20.15999984741211
0.25,-0.060984157025814056,-0.08029544353485107,0.8705700039863586,0.0646759420633316,-0.11563681811094284,-0.32766076922416687,-1.8840954303741455,0.7064829468727112,-0.0046527814120054245,-0.3255453407764435,0.01611720211803913,-0.3617474436759949,0.1359577476978302,-0.18277257680892944,-0.27979913353919983,0.3987540304660797,0.2810823917388916,0.7999999523162842,-0.6678730845451355,-2.1099157333374023,-2.1481566429138184,-0.38644132018089294,2.5565121173858643,4.379401683807373,-0.9697494506835938,-8.512321472167969,1.1910251379013062,-3.347174060763791e-05,7.529271602630615,3.8673810958862305,-0.3180122375488281,19.187959671020508,-7.452908039093018,-2.192798614501953,4.0778326988220215,2.1393814086914062,-0.9346456527709961,18.6531925201416,20.15999984741211
0.26,-0.06198381260037422,-0.08269064128398895,0.8669312000274658,0.0885125920176506,-0.09136432409286499,-0.43058842420578003,-2.145977258682251,0.7995089292526245,0.007993850857019424,-0.34139493107795715,-0.007828417234122753,-0.36246293783187866,0.1634795367717743,-0.13962872326374054,-0.2852870523929596,0.32081910967826843,0.2852318286895752,0.7999998927116394,-0.6716894507408142,-1.3083070516586304,-2.409196615219116,0.2074185311794281,2.877253770828247,4.226979732513428,-0.3599352240562439,-7.363235950469971,-0.20086462795734406,-3.7309313484001905e-05,8.3527250289917,3.229126453399658,0.33187103271484375,17.285207748413086,-5.674269676208496,-2.4431076049804688,4.554882526397705,1.6117935180664062,-0.5256028175354004,18.20915412902832,20.15999984741211
0.27,-0.06302037835121155,-0.08512904495000839,0.8623042702674866,0.1119113564491272,-0.06304824352264404,-0.5310763120651245,-2.314089059829712,0.8241031169891357,0.023700319230556488,-0.3500632345676422,-0.03199104592204094,-0.3582153916358948,0.19282075762748718,-0.09806407243013382,-0.2845992147922516,0.2544407546520233,0.27618610858917236,0.7999999523162842,-0.6685346961021423,-0.6525524854660034,-2.339061975479126,0.6324062347412109,2.9760961532592773,4.075586795806885,0.2796386778354645,-6.230739593505859,-1.4817454814910889,-3.598254261305556e-05,8.968352317810059,2.5035665035247803,0.6338205337524414,13.90709114074707,-6.657998561859131,-2.9078903198242188,5.736076831817627,1.0538349151611328,0.02919769287109375,18.3447265625,20.15999984741211
0.28,-0.06407080590724945,-0.08760762214660645,0.857577919960022,0.1040286123752594,-0.016570430248975754,-0.493634432554245,-2.9937479496002197,0.6307727694511414,-0.09030333906412125,-0.35441306233406067,-0.051923301070928574,-0.34586915373802185,0.23020373284816742,-0.05685674399137497,-0.29078859090805054,0.1983826905488968,0.28478333353996277,0.7999999523162842,-0.6735460162162781,-0.3697655200958252,-1.6814178228378296,1.5475237369537354,3.9784092903137207,4.250267028808594,-0.4360506236553192,-5.249941825866699,1.0622934103012085,-3.477338032098487e-05,-1.5959640741348267,2.376394271850586,-1.0068168640136719,5.989138126373291,-16.792999267578125,-3.807077407836914,13.250070571899414,1.1955318450927734,-15.408536911010742,18.5869083404541,-11.300955772399902
0.29,-0.06492061913013458,-0.09009550511837006,0.8531477451324463,0.09646724164485931,0.01738188974559307,-0.46346667408943176,-3.3112244606018066,0.23366013169288635,-0.03361982852220535,-0.3602280914783478,-0.06644237041473389,-0.328462153673172,0.271487832069397,-0.014029212296009064,-0.28813597559928894,0.15167354047298431,0.2882828414440155,0.7999999523162842,-0.6914286613464355,-0.6649324297904968,-1.2587876319885254,1.866757869720459,4.2186737060546875,4.340658664703369,0.7023289799690247,-4.3405303955078125,-0.0937267616391182,-3.2377349270973355e-05,-1.34120774269104,2.526132583618164,-1.6034746170043945,1.3740272521972656,-32.53089904785156,-6.019097328186035,13.316195487976074,0.08913230895996094,-17.87959861755371,17.007938385009766,-9.99703598022461
0.3,-0.06579498946666718,-0.09250640869140625,0.8490412831306458,0.13451683521270752,0.02921285480260849,-0.4327683746814728,-3.171238899230957,1.2884162664413452,0.07309821248054504,-0.3889804482460022,-0.07815758883953094,-0.307862251996994,0.3132864236831665,-6.476799899246544e-05,-0.2861717939376831,0.1387760490179062,0.28504276275634766,0.800000011920929,-0.7138616442680359,-3.3910868167877197,-1.0176901817321777,2.205202102661133,4.1148362159729,0.0014082427369430661,-0.17219023406505585,-0.5021849870681763,-0.6980393528938293,-2.959978155558929e-05,-1.2827279567718506,17.449951171875,-1.2466845512390137,-1.76397705078125,-46.9084587097168,16.17861557006836,21.008821487426758,-18.054325103759766,-20.971437454223633,15.140172958374023,-10.176902770996094
0.31,-0.06661239266395569,-0.09469851851463318,0.8454275727272034,0.1403176635503769,0.04264821484684944,-0.3759952783584595,-2.99709153175354,1.317535638809204,-0.05022645741701126,-0.4163174033164978,-0.08773534744977951,-0.28571727871894836,0.35312607884407043,-4.174862988293171e-05,-0.28650861978530884,0.13001714646816254,0.27702054381370544,0.7999999523162842,-0.7409393787384033,-2.304152250289917,-0.8575074672698975,2.211768627166748,3.8833515644073486,0.00039033452048897743,0.14026784896850586,-1.1342774629592896,-1.1640509366989136,-1.783973493729718e-05,-1.8054996728897095,10.54544734954834,-1.480513572692871,-1.2797107696533203,-58.56993103027344,21.591337203979492,22.27971076965332,-10.470417022705078,-17.203731536865234,9.771333694458008,-9.745499610900879
0.32,-0.06725050508975983,-0.09668944776058197,0.8423094153404236,0.13339295983314514,0.04786904156208038,-0.3262462913990021,-2.743134021759033,1.1116456985473633,-0.10749632865190506,-0.4348076581954956,-0.09633354842662811,-0.2645638883113861,0.3899610638618469,-2.589839459687937e-05,-0.28269872069358826,0.11857622861862183,0.2651168406009674,0.7999999523162842,-0.7709494233131409,-1.5808613300323486,-0.7849550247192383,2.044299602508545,3.5330517292022705,-1.4237120922189206e-06,0.5688666701316833,-1.1888827085494995,-1.4103143215179443,-1.5528741641901433e-05,-2.2173943519592285,6.9982404708862305,-1.804964303970337,1.252150535583496,-66.98885345458984,28.01993179321289,21.483205795288086,-7.103811740875244,-13.279214859008789,5.984628677368164,-8.376480102539062
0.33,-0.06771279126405716,-0.0984843447804451,0.8395978212356567,0.12147753685712814,0.04801805689930916,-0.28347817063331604,-2.4259815216064453,0.8291687369346619,-0.13288576900959015,-0.4461234211921692,-0.10383255779743195,-0.24558404088020325,0.4227023124694824,-1.599300048837904e-05,-0.2750362455844879,0.1080031618475914,0.25108712911605835,0.7999999523162842,-0.7998582124710083,-0.908549964427948,-0.6758170127868652,1.803985834121704,3.0912632942199707,0.00038415001472458243,0.8936079144477844,-1.0252201557159424,-1.4878166913986206,-6.939550075912848e-06,-2.169745683670044,4.955676555633545,-2.244886636734009,4.41480827331543,-73.20479583740234,34.04232406616211,19.678924560546875,-5.225045204162598,-10.587055206298828,3.704491376876831,-7.160167694091797
0.34,-0.06801341474056244,-0.10006936639547348,0.8370698094367981,0.11053973436355591,0.0457192100584507,-0.2633608281612396,-1.9755727052688599,0.5336897373199463,-0.13097292184829712,-0.4495011568069458,-0.10932008922100067,-0.23015032708644867,0.44938206672668457,-1.1354502021276858e-05,-0.26337212324142456,0.09940359741449356,0.229118213057518,0.7999999523162842,-0.7985153794288635,-0.10838598012924194,-0.4661862850189209,1.4412719011306763,2.4906136989593506,0.001549459993839264,1.070520281791687,-0.8211750388145447,-1.8986928462982178,-5.1206734497100115e-06,0.17769035696983337,3.1720995903015137,-2.919910430908203,8.120046615600586,-77.39227294921875,39.052032470703125,16.950416564941406,-3.587198257446289,-5.7343597412109375,2.733313798904419,-20.15999984741211
0.35000000000000003,-0.0681702122092247,-0.10145236551761627,0.83481764793396,0.09527761489152908,0.04158446937799454,-0.2254997044801712,-1.634247899055481,0.23135563731193542,-0.12923207879066467,-0.4451224207878113,-0.11138887703418732,-0.21704736351966858,0.4712543189525604,-1.1394538887543604e-05,-0.25370410084724426,0.09405133128166199,0.21302571892738342,0.7999999523162842,-0.7983892560005188,0.6314544081687927,-0.048057861626148224,1.2450259923934937,1.9897433519363403,0.002554580569267273,0.9103426337242126,-0.42182692885398865,-1.4370136260986328,-5.0817334340536036e-06,0.4227793216705322,2.365450382232666,-3.3721585273742676,10.882370948791504,-81.45669555664062,42.84377670288086,15.132688522338867,-2.5137722492218018,-7.746834754943848,2.9167325496673584,-16.25082015991211
