time,base_wx,base_wy,base_wz
3.64,-0.2457939237356186,-0.4346930682659149,-0.042067281901836395
3.66,-0.02621263451874256,-0.5543782114982605,-0.07118580490350723
3.68,0.22287869453430176,-1.0318670272827148,0.13565342128276825
3.7,-0.07434198260307312,-0.6540786027908325,0.2655947208404541
3.72,0.1085568219423294,-0.10977829992771149,0.29522037506103516
3.74,0.10064437240362167,-0.10763143002986908,0.5120421648025513
3.7600000000000002,0.08043549954891205,0.4096267521381378,0.3376246988773346
3.7800000000000002,0.21496786177158356,0.5327430963516235,0.27001792192459106
3.8000000000000003,0.08643288910388947,0.717386782169342,0.08022751659154892
3.8200000000000003,-0.2174515277147293,0.6494165658950806,0.21635973453521729
3.84,-0.27671000361442566,0.6806822419166565,0.20034191012382507
3.86,-0.36848732829093933,0.583471953868866,0.11891862004995346
3.88,-0.07945673912763596,0.5441908240318298,0.16005432605743408
3.9,0.42423731088638306,0.7691749334335327,0.16199621558189392
3.92,0.5787578821182251,0.7079114317893982,0.027929436415433884
3.94,0.4959549903869629,0.4273894429206848,-0.10540744662284851
3.96,0.28184083104133606,0.2928442060947418,-0.26114359498023987
3.98,-0.24833805859088898,0.2790883779525757,-0.5363588333129883
4.0,-0.257848858833313,-0.7168858647346497,0.07348188757896423
